trail_name,trail_type,distance(miles),high_point(feet),elevation_gain(feet),difficulty,seasons,family_friendly,backpackable,crowded,latitude,longitude
Sandy River Delta Trail,loop,2.4,,52.0,Easy,,,,,45.54566,-122.37466
Sandy River Park Trail,out-and-back,1.9,,403.0,Easy,,,,,45.40161,-122.26953
Sandy River Trail,out-and-back,3.7,,830.0,Moderate,,,,,45.46845,-122.25123
Sandy River: Marmot Bridge to Marmot Diversion Dam,out-and-back,6.6,,137.0,Easy,,,,,45.38429,-122.04573
Santiam Highway to Marion Lake Trail,out-and-back,26.8,,4219.0,Moderate,,,,,44.42545,-121.84936
Santiam Highway to Summit Lake,out-and-back,8.9,,1387.0,Hard,,,,,44.42514,-121.85022
Santiam Lake,out-and-back,11.5,,1404.0,Moderate,,,,,44.42501,-121.84911
Santiam Park Main Trail ,loop,2.8,,147.0,Easy,,,,,44.77177,-122.56504
Santiam Wagon Road Trail from McKenzie Highway,out-and-back,5.9,,990.0,Moderate,,,,,44.39368,-122.0014
Santiam Wagon Road to House Rock,out-and-back,4.9,,603.0,Moderate,,,,,44.40494,-122.27845
Santiam Wagon Trail,out-and-back,18.6,,3677.0,Moderate,,,,,44.40447,-122.27856
"Santiam, Duffy, and Mowich Lakes Trail",out-and-back,14.8,,2132.0,Moderate,,,,,44.42552,-121.84896
Sarah Helmick State Park,loop,0.6,,6.0,Easy,,,,,44.78144,-123.23582
Sawtooth Mountain ,out-and-back,9.1,,2585.0,Hard,,,,,43.41108,-122.11678
Sawtooth Ridge Trail,out-and-back,4.6,,1122.0,Moderate,,,,,43.81677,-122.72075
Sawtooth to Mount June,out-and-back,6.8,,2165.0,Hard,,,,,43.81676,-122.72064
Scappoose Bay Marine Park Nature Trail and Kayak Launch,loop,0.7,,19.0,Easy,,,,,45.82865,-122.83872
School Canyon Trail,out-and-back,6.6,,1604.0,Moderate,,,,,45.29862,-121.36475
Schuebach Park Westside Trail,out-and-back,4.0,,511.0,Easy,,,,,45.47705,-122.84109
Scott Mountain Loop Trail,out-and-back,9.1,,1410.0,Hard,,,,,44.21371,-121.89315
Scott Pass Trail via Scott Trail,out-and-back,24.8,,3746.0,Moderate,,,,,44.21314,-121.87796
Scott Trail Glacier Way Trail Loop,loop,14.3,,2483.0,Hard,,,,,44.20542,-121.87092
Scott Trail to Observatory via PCT,out-and-back,13.1,,2030.0,Moderate,,,,,44.2128,-121.87715
Scout Camp Trail,loop,2.2,,613.0,Moderate,,,,,44.4611,-121.32144
Scout Lake Via Pacific Crest Trail,out-and-back,11.2,,2598.0,Moderate,,,,,44.76528,-121.78714
Scout Lake and Bays Lake via Pamelia Lake Trail and PCT,out-and-back,17.9,,3356.0,Hard,,,,,44.66001,-121.89121
Scout Lake via Woodpecker Ridge Trail and PCT,out-and-back,12.9,,2329.0,Moderate,,,,,44.6804,-121.88485
Scouters Mountain Trail,loop,1.2,,180.0,Easy,,,,,45.44681,-122.50792
Seal Rock State Recreation Area Trail,loop,0.4,,52.0,Easy,,,,,44.49713,-124.08308
Secret Beach Trail,out-and-back,1.6,,374.0,Moderate,,,,,42.19197,-124.36699
Section 36 Loop Trail,loop,3.9,,997.0,Moderate,,,,,44.65708,-123.23526
Sellwood Riverfront and Oak Crossing Loop,loop,0.8,,22.0,Easy,,,,,45.46581,-122.66332
Senoj Lake Trail,out-and-back,7.4,,787.0,Easy,,,,,43.95331,-121.80254
Senoj Trail via Six Lakes Trail,out-and-back,9.5,,1397.0,Moderate,,,,,43.95325,-121.80253
Serene Lake Trail,out-and-back,7.7,,1679.0,Moderate,,,,,45.15012,-121.96678
Seven Devils Beach,out-and-back,1.0,,6.0,Easy,,,,,43.23598,-124.39036
Seven Lakes Basin And Sky Lakes Trail,loop,14.9,,1902.0,Moderate,,,,,42.69915,-122.14849
Seven Lakes Basin Trail,out-and-back,10.8,,2408.0,Moderate,,,,,42.66275,-122.28491
Sevenmile Hill Trail,loop,2.0,,859.0,Moderate,,,,,45.64143,-121.25085
Shadow Falls Trail,out-and-back,1.5,,324.0,Easy,,,,,43.15552,-122.94443
Shady Glen Loop Hike,loop,0.6,105.0,55.0,Easy,All year,Yes,No,No,,
Shan Creek Trail,out-and-back,3.9,,1177.0,Moderate,,,,,42.45647,-123.5222
She Who Watches Hike,out-and-back,0.6,240.0,45.0,Easy,Year round,Yes,No,Group tour,,
Shellburg and Stassel Falls Trail,loop,6.0,,1036.0,Moderate,,,,,44.80541,-122.62731
"Shellrock Lake #700, Serene Lake and Grouse Point Trail #517",loop,10.6,,2513.0,Moderate,,,,,45.12688,-121.97018
Shellrock Lake and Hideaway Lake Trail,out-and-back,4.3,,754.0,Moderate,,,,,45.14828,-121.9697
Shelter Falls Swimming Hole Trail,out-and-back,1.2,,334.0,Easy,,,,,44.49192,-122.16638
Shepperds Dell Falls [CLOSED],out-and-back,0.1,,19.0,Easy,,,,,45.54687,-122.19751
Shepperds Dell Hike,out-and-back,0.2,155.0,45.0,Easy,All,Yes,No,No,,
Sherrard Point ,out-and-back,0.6,,98.0,Easy,,,,,45.52919,-122.08819
Sherrard Point Hike,out-and-back,0.6,4055.0,170.0,Easy,Apr-Oct,Yes,No,Yes,,
Sherrard Point via Larch Mountain Trail,out-and-back,3.7,,971.0,Moderate,,,,,45.54932,-122.09194
Shevlin Park Loop Trail,loop,4.7,,308.0,Easy,,,,,44.08154,-121.37824
Shevlin Park Trail and Tumalo Creek Loop,loop,2.0,,111.0,Easy,,,,,44.08313,-121.37792
Shining Lake,out-and-back,8.4,,1066.0,Easy,,,,,45.1503,-121.96721
Shively Creek OHV Road,out-and-back,11.5,,1466.0,Moderate,,,,,42.97241,-123.17283
Short Riverside Loop Trail,loop,0.7,,98.0,Easy,,,,,45.38033,-122.62836
Short Sand Beach Trail,out-and-back,1.2,,82.0,Easy,,,,,45.76174,-123.95757
Short Sands Beach via Cape Falcon Trail,out-and-back,1.7,,203.0,Easy,,,,,45.76294,-123.95612
Sickter Lars Loop,loop,1.8,,291.0,Moderate,,,,,45.6282,-123.38839
Silcox Hut Trail,loop,2.5,,1003.0,Hard,,,,,45.33082,-121.70796
Silent Creek Snowshoe Trail,out-and-back,4.0,,65.0,Moderate,,,,,43.13058,-122.14739
Siltcoos Lagoon Trail,loop,0.9,,13.0,Easy,,,,,43.87763,-124.14544
Siltcoos Lake Trail,loop,3.4,,662.0,Moderate,,,,,43.86956,-124.13382
Siltcoos River,loop,6.7,,101.0,Easy,,,,,43.88186,-124.11407
Silver Falls Canyon Trail Shorter Loop from Winter Falls Trailhead ,loop,5.6,,1000.0,Moderate,,,,,44.87734,-122.65491
Simpson Canyon Loop  [PRIVATE PROPERTY],loop,5.2,,948.0,Moderate,,,,,42.32917,-121.794
Simpson Park Trail,out-and-back,3.2,,52.0,Easy,,,,,44.64275,-123.08555
Simpson Water Pump Station,out-and-back,3.5,,65.0,Easy,,,,,44.64165,-123.06745
Sisters Mirror Lake,out-and-back,8.6,,856.0,Moderate,,,,,44.03522,-121.76568
Sisters Mirror Lake Loop via Mirror Lakes Trail,loop,9.7,,666.0,Moderate,,,,,44.01682,-121.78233
Sisters Mirror Lake via Mirror Lakes Trail,out-and-back,7.5,,600.0,Moderate,,,,,44.01666,-121.78222
Sisters Rock,out-and-back,0.9,,180.0,Easy,,,,,42.59258,-124.39726
Sitka Sedge State Natural Area Loop,loop,3.5,,98.0,Easy,,,,,45.26302,-123.95422
Six Lakes Trail Via Lucky Lake Trail,out-and-back,17.2,,2463.0,Hard,,,,,43.90262,-121.77745
Skamania Lodge Loop Hike,loop,3.3,405.0,310.0,Easy,All year,Yes,No,No,,
Skidder Row to Boomescooter Trail to Banks-Vernonia State Trail Loop,loop,6.5,,610.0,Moderate,,,,,45.74087,-123.18599
Skinner Butte and South Bank Loop,loop,1.4,,236.0,Easy,,,,,44.06033,-123.09493
Skookum Lake Trail,out-and-back,2.9,,954.0,Moderate,,,,,45.00021,-122.16278
Skull Hollow and Gray Butte Big Loop,loop,21.5,,3185.0,Hard,,,,,44.39759,-121.06333
Skycrest Trail,loop,1.6,,213.0,Easy,,,,,42.40795,-123.32405
Skyline Cruise Loop Trail,loop,2.8,,501.0,Moderate,,,,,45.59249,-122.81465
Skyliners Trail,loop,6.3,,521.0,Moderate,,,,,44.03133,-121.51486
Skyliners to Phil's Trail,out-and-back,12.4,,1361.0,Moderate,,,,,44.03158,-121.51494
Slide Lake Trail,out-and-back,7.7,,2024.0,Hard,,,,,44.31887,-118.6747
Smith Creek Loop,loop,9.3,,1371.0,Moderate,,,,,44.85245,-122.66008
Smith Rock State Park Canyon Trail,out-and-back,3.3,,439.0,Moderate,,,,,44.36473,-121.13838
Smith and Bybee Wetlands Trail,loop,1.6,,22.0,Easy,,,,,45.61685,-122.71842
Snag Boat Bend Wildlife Refuge,out-and-back,2.7,,39.0,Easy,,,,,44.42602,-123.20529
Snell Lake Trail,out-and-back,1.7,,111.0,Easy,,,,,43.46979,-122.08671
Snow Camp Trail,out-and-back,6.5,,1840.0,Hard,,,,,42.31164,-124.1372
Snowshoe Lake Trail,out-and-back,15.9,,862.0,Moderate,,,,,43.84056,-121.83387
Soapstone Lake Trail,loop,2.7,,360.0,Easy,,,,,45.84692,-123.76229
Soda Creek Trail,out-and-back,7.7,,1122.0,Moderate,,,,,44.03011,-121.73546
"Soda Creek, Metolius Windigo and Green Lakes Trail Loop ",loop,34.4,,4242.0,Hard,,,,,44.03022,-121.73512
Soda Mountain,out-and-back,4.0,,836.0,Easy,,,,,42.0852,-122.48162
Soda Springs Trail,out-and-back,2.4,,49.0,Easy,,,,,44.39952,-122.47873
Soggy Bottom Trail and Powerline Trail Loop,loop,4.9,,810.0,Moderate,,,,,43.32614,-123.20314
"Soggy Bottoms, North Boundary, Middle Ridge, and Thistle Ridge Loop",loop,7.7,,1525.0,Hard,,,,,43.32611,-123.20296
Sorosis Park Loop Hike,loop,1.5,745.0,160.0,Easy,All year,Yes,No,No,,
South Bank OHV Road to the Bombsite Trail #1118,out-and-back,21.7,,3641.0,Easy,,,,,42.05496,-124.26743
South Bank Road,out-and-back,15.9,,1604.0,Moderate,,,,,42.0484,-124.2573
South Beach State Park Trail,out-and-back,4.3,,72.0,Easy,,,,,44.61516,-124.06281
South Beach Trail,out-and-back,0.3,,85.0,Easy,,,,,42.06565,-124.30625
South Breitenbush Gorge Trail,out-and-back,10.2,,1220.0,Moderate,,,,,44.78187,-121.96775
South Breitenbush Trail,out-and-back,12.7,,3428.0,Hard,,,,,44.74303,-121.88944
South Falls and Maple Ridge Loop,loop,3.4,,718.0,Moderate,,,,,44.87763,-122.65534
South Falls via Canyon Trail,loop,0.9,,193.0,Easy,,,,,44.8775,-122.65539
South Fork Corral Creek Loop ,loop,1.6,,311.0,Easy,,,,,45.29468,-122.8529
South Fork Imnaha River Trail,out-and-back,36.2,,5826.0,Hard,,,,,45.11251,-117.01569
South Fork Walla Walla River Trail,out-and-back,22.4,,2099.0,Hard,,,,,45.83059,-118.16792
South Hills Ridgeline Trail,out-and-back,5.9,,997.0,Easy,,,,,43.99442,-123.06459
South Jetty Trail,out-and-back,1.9,,16.0,Easy,,,,,44.60149,-124.06495
South Lake to Mount Hebo,out-and-back,4.2,,1131.0,Moderate,,,,,45.20278,-123.72183
South Loop Cut Off Trail,loop,3.3,,98.0,Moderate,,,,,44.3827,-121.8667
South Medford Neighborhood Creek Trail,out-and-back,1.2,,49.0,Easy,,,,,42.31387,-122.82332
South Pass Lake Trail,out-and-back,17.6,,4094.0,Hard,,,,,42.37911,-122.18939
South Ridge Trail,loop,1.9,,633.0,Moderate,,,,,44.65174,-123.42463
South Santiam River Trail,out-and-back,2.6,,55.0,Easy,,,,,44.53976,-122.89091
South Silver Falls,loop,2.1,,59.0,Easy,,,,,44.86814,-122.65006
South Sister Trail,out-and-back,12.2,,4898.0,Moderate,,,,,44.03525,-121.76559
South Sister and Green Lakes Loop Trail,loop,20.0,,5649.0,Hard,,,,,44.03462,-121.76536
South Slough National Estuarine Research Reserve,loop,2.2,,337.0,Easy,,,,,43.29556,-124.33543
South Slough Ponds Trail,out-and-back,1.9,,68.0,Easy,,,,,44.96195,-123.2573
South Umpqua River: Campbell Falls to Three C Rock,out-and-back,10.1,,39.0,Easy,,,,,43.05305,-122.77506
South Umpqua River: Canyonville County Park to Lawson Bar,out-and-back,5.2,,9.0,Easy,,,,,42.93971,-123.2653
South Umpqua Riverfront Trail,out-and-back,3.6,,101.0,Easy,,,,,43.2176,-123.37283
South Willamette Trail #3465 and Hardesty Mountain Loop,loop,13.6,,4494.0,Moderate,,,,,43.85134,-122.66191
Southern Forest Park Loop Trail,loop,9.1,,1026.0,Moderate,,,,,45.53983,-122.72396
Southern Lites Park to Happy Valley Park,loop,4.7,,295.0,Moderate,,,,,45.4354,-122.54308
Southern Oregon Coast,out-and-back,141.9,,7582.0,Easy,,,,,43.34017,-124.33013
Southern Three Sisters Loop,loop,40.2,,6023.0,Hard,,,,,44.18763,-121.70167
Sparks Lake Trail,out-and-back,19.5,,1591.0,Moderate,,,,,44.02448,-121.72791
Spearfish Lake Loop Hike,loop,2.2,225.0,45.0,Easy,Year round,Yes,No,Sometimes,,
Spence Mountain Loop,loop,9.7,,1558.0,Moderate,,,,,42.32614,-121.94993
Spencer Butte Trail,loop,1.7,,741.0,Moderate,,,,,43.98047,-123.10186
Spencer Butte West Trail,out-and-back,0.9,,711.0,Moderate,,,,,43.98039,-123.10188
Spencer Butte from Fox Hollow Road,loop,4.4,,1332.0,Moderate,,,,,43.98747,-123.07864
Spencer Butte from Frank Kinney Park,out-and-back,6.3,,1555.0,Hard,,,,,43.99707,-123.07653
Spencer Butte via Ridgeline Trail,out-and-back,4.9,,1184.0,Moderate,,,,,43.99585,-123.09968
Spirit Falls Trail,out-and-back,0.6,,134.0,Moderate,,,,,43.73148,-122.63967
Sporthaven Beach Walk,out-and-back,1.9,,36.0,Easy,,,,,42.04512,-124.26932
Spout Spring Trail,out-and-back,0.3,,39.0,Easy,,,,,45.7558,-118.04333
Spring Park Loop,loop,0.4,,39.0,Easy,,,,,45.43456,-122.64402
Springbrook Park Loop,loop,1.5,,111.0,Easy,,,,,45.42145,-122.70735
Springfield Road,out-and-back,2.0,,508.0,Moderate,,,,,45.57455,-122.78843
Springwater Corridor Trail,out-and-back,17.0,,121.0,Easy,,,,,45.43174,-122.37534
Springwater Corridor: Sellwood to Boring,out-and-back,17.0,,593.0,Easy,,,,,45.45883,-122.64542
"Springwater on the Wilamette, North Woodland and Bluff Trail Loop",loop,3.1,,219.0,Easy,,,,,45.46927,-122.65937
Spruce Run Creek Trail,out-and-back,4.6,,1062.0,Hard,,,,,45.81209,-123.61095
Spyglass Ridge Open Space,loop,1.3,,265.0,Easy,,,,,44.93904,-124.01525
Square Lake,out-and-back,4.7,,495.0,Easy,,,,,44.42528,-121.84988
Squaw Lake Trail,out-and-back,4.1,,157.0,Easy,,,,,42.45597,-122.25024
Squaw Lakes Trail,loop,2.6,,187.0,Easy,,,,,42.03527,-123.02694
St. Cloud Loop Hike,loop,1.0,50.0,25.0,Easy,All year,Yes,No,No,,
Stag Lake Trail,out-and-back,10.5,,1624.0,Hard,,,,,43.51223,-121.97361
Stag Lake and Lakeview Mountain ,out-and-back,13.2,,2500.0,Moderate,,,,,43.50325,-121.97595
Stahlman Point Trail,out-and-back,4.0,,1338.0,Moderate,,,,,44.7069,-122.16093
Stark Reservoir [PRIVATE PROPERTY],loop,0.8,,26.0,Easy,,,,,45.43674,-122.8105
Starker Forest Tour,loop,0.5,,52.0,Easy,,,,,44.57034,-123.53277
Starvation Creek Falls,out-and-back,0.2,,104.0,Easy,,,,,45.68839,-121.69008
Starvation Creek Waterfalls Hike,out-and-back,4.3,285.0,145.0,Easy,All year,Yes,No,Yes,,
Steam Donkey Trail,loop,0.9,,131.0,Easy,,,,,45.79665,-123.45876
Steamboat Falls,loop,0.6,,42.0,Easy,,,,,43.37311,-122.64106
Steelhead Falls,out-and-back,2.0,,226.0,Moderate,,,,,44.41118,-121.29255
Steens Mountain Summit,out-and-back,0.9,,206.0,Easy,,,,,42.64147,-118.57979
Stein Butte Trail,out-and-back,8.9,,2480.0,Moderate,,,,,42.01174,-123.15145
Steins Pillar Trail,out-and-back,3.8,,770.0,Moderate,,,,,44.39487,-120.62358
Step Creek Trail,loop,4.6,,554.0,Moderate,,,,,45.70729,-123.34309
Sterling Mine Ditch Trail,out-and-back,18.8,,2713.0,Hard,,,,,42.18678,-122.95049
Stevens Meadows Trail,loop,0.6,,65.0,Easy,,,,,45.39186,-122.69379
Stewart Park Nature Trail Loop,loop,1.6,,6.0,Easy,,,,,43.22855,-123.36994
Still Creek Trail,out-and-back,3.2,,590.0,Moderate,,,,,45.30374,-121.86924
Stone Creek Hiking Trail,loop,2.8,,190.0,Easy,,,,,45.29877,-122.56361
Storey Burn Loop Trail,loop,6.9,,1545.0,Moderate,,,,,45.62837,-123.38858
Strawberry Island Loop Hike,loop,3.2,165.0,150.0,Easy,All year,Yes,No,No,,
Strawberry Lake and Little Strawberry Lake Trail ,out-and-back,6.2,,1374.0,Moderate,,,,,44.31921,-118.67449
Strawberry Mountain and Strawberry Lake Via Strawberry Basin Trail,out-and-back,10.3,,3356.0,Hard,,,,,44.31943,-118.67483
Strom Boulder Ridge,out-and-back,8.1,,1220.0,Moderate,,,,,44.60048,-123.65317
Stuart Falls Trail,out-and-back,11.7,,1440.0,Moderate,,,,,42.84313,-122.14949
Stukel Mountain,out-and-back,7.2,,2582.0,Hard,,,,,42.12081,-121.66899
Succor Creek Campground Trail,out-and-back,3.9,,656.0,Moderate,,,,,43.45316,-117.12009
Succor Creek OHV Road,out-and-back,49.6,,5200.0,Moderate,,,,,43.60707,-117.10526
Succor Creek via Leslie Gulch Road,out-and-back,28.7,,3809.0,Moderate,,,,,43.32229,-117.32378
Sugar Pine Ridge Trail,out-and-back,13.1,,3477.0,Hard,,,,,44.5755,-121.67011
Sugarloaf Lake Trail,out-and-back,9.4,,1633.0,Moderate,,,,,45.0225,-117.07049
Sulphur Springs and Soap Creek Area - North MacDunn Forrest Loop,loop,5.6,,1519.0,Hard,,,,,44.64315,-123.32203
"Sulphur Springs, Road 810 and Patterson 600 Trail Loop ",loop,2.6,,554.0,Moderate,,,,,44.63673,-123.29594
Summit Lake,out-and-back,5.8,,275.0,Easy,,,,,43.44157,-122.13205
Summit Lake to Round Lake Trail ,out-and-back,10.0,,1128.0,Hard,,,,,44.4255,-121.84929
Summit Mount Emily Trail to Telephone Ridge,out-and-back,4.8,,1312.0,Moderate,,,,,45.47145,-118.19242
Summit Ridge Trail,out-and-back,4.7,,1555.0,Moderate,,,,,45.39887,-116.73223
Sun Notch Trail,loop,0.8,,127.0,Easy,,,,,42.9,-122.09549
Sunrise Expressway Multi-Use Path,out-and-back,2.5,,26.0,Easy,,,,,45.41538,-122.55919
Sunset Bay,out-and-back,0.9,,62.0,Easy,,,,,43.33124,-124.3738
Sunset Bay Beach Trail,out-and-back,0.5,,9.0,Easy,,,,,43.33261,-124.37364
Sunset Bay to Cape Arago,out-and-back,8.5,,702.0,Easy,,,,,43.33121,-124.37382
Sunset Point Trail,out-and-back,0.3,,6.0,Easy,,,,,42.06588,-124.30635
Sunyside and Marquam Loop Trail,loop,1.5,,367.0,Easy,,,,,45.50283,-122.69194
Surveyor's Ridge Trail,out-and-back,13.0,,3523.0,Hard,,,,,45.52091,-121.55991
Surveyor's Ridge Trail Loop,loop,23.3,,2847.0,Moderate,,,,,45.5274,-121.52539
Susan Creek Falls Trail,out-and-back,1.9,,400.0,Easy,,,,,43.29844,-122.90533
Suttle Lake Loop Trail,loop,3.6,,209.0,Easy,,,,,44.42783,-121.73006
Sutton Creek Dunes,loop,4.1,,265.0,Easy,,,,,44.06799,-124.12284
Sutton Creek Trail,out-and-back,2.8,,177.0,Easy,,,,,44.05367,-124.09761
Swallow Lake Trail,out-and-back,11.8,,2020.0,Moderate,,,,,44.5769,-121.89417
Swamp Lake via Minam Lake Trail and Copper Trail,out-and-back,18.0,,4114.0,Hard,,,,,45.25015,-117.37667
Swamp Peak Trail,out-and-back,6.6,,2080.0,Moderate,,,,,44.55536,-122.18577
Swampy Dutchman Trail #40 and Ridge Loop,loop,5.4,,524.0,Easy,,,,,43.98987,-121.56833
Swampy Lakes Loop,loop,3.8,,616.0,Moderate,,,,,43.98995,-121.56835
Swampy Lakes Snowshoeing,loop,1.6,,114.0,Moderate,,,,,43.99025,-121.56771
Swampy Lakes Trail,loop,4.1,,291.0,Moderate,,,,,43.98997,-121.56833
Swampy Lakes to Phil's Trail,out-and-back,17.6,,731.0,Moderate,,,,,43.99014,-121.5679
Swede Ridge Loop,loop,7.6,,754.0,Moderate,,,,,43.98965,-121.56811
Sweet Creek Trail,out-and-back,1.9,,341.0,Easy,,,,,43.95796,-123.90226
T J Howell Botanical Drive ,out-and-back,8.9,,2588.0,Easy,,,,,42.23181,-123.66038
Table Lake and Sugar Pine Loop Trail,loop,18.7,,3897.0,Moderate,,,,,44.58254,-121.67762
Table Rock Trail,out-and-back,7.0,,1715.0,Moderate,,,,,44.97595,-122.3208
Table Springs/Bear Creek Trail,out-and-back,14.6,,3681.0,Hard,,,,,45.90757,-118.03537
Tahkenitch Creek Trail ,loop,1.4,,65.0,Easy,,,,,43.81297,-124.15445
Tahkenitch Dunes Trail,out-and-back,6.0,,695.0,Moderate,,,,,43.79514,-124.14952
Takelma Gorge,out-and-back,7.4,,236.0,Easy,,,,,42.86178,-122.5064
Takena Landing Park,out-and-back,3.9,,59.0,Easy,,,,,44.64042,-123.10694
Talking Water Loop,loop,1.5,,29.0,Easy,,,,,44.64453,-123.07414
"Talon, Rokbar, Heritage, Big Bark, Lost Dream, Loop",loop,9.4,,462.0,Moderate,,,,,44.24472,-121.28216
Tam McArthur Rim Trail,out-and-back,5.1,,1276.0,Moderate,,,,,44.10065,-121.62265
Tam McArthur Rim and Broken Top to Todd Lake,out-and-back,13.2,,2316.0,Hard,,,,,44.10052,-121.62257
Tam McArthur Rim to Broken Top Loop,loop,18.5,,3402.0,Hard,,,,,44.10087,-121.62222
Tam-a-lau Trail,loop,5.8,,688.0,Moderate,,,,,44.53675,-121.28176
Tam-a-lau Trail at Cove Palisades State Park,loop,6.0,,856.0,Moderate,,,,,44.5313,-121.29009
Tamanawas Falls Trail,out-and-back,3.3,,597.0,Moderate,,,,,45.3969,-121.57175
Tamanawas Falls via East Fork Trail #650 and Elk Meadows Trail #645,loop,4.2,,846.0,Moderate,,,,,45.41699,-121.56951
Tamolitch Blue Pool via McKenzie River Trail,out-and-back,3.7,,305.0,Easy,,,,,44.29028,-122.03555
Tamolitch McKenzie River Trail to Coldwater Cove,out-and-back,14.4,,1125.0,Moderate,,,,,44.29027,-122.03568
Tannen Lakes Loop Trail,loop,5.5,,1650.0,Moderate,,,,,42.00792,-123.422
Tanner Butte Trail [CLOSED],out-and-back,18.3,,5022.0,Hard,,,,,45.63176,-121.95369
Tanner Creek Park Trail,out-and-back,2.4,,262.0,Easy,,,,,45.3646,-122.64231
Tanner Creek Trail [CLOSED],out-and-back,12.2,,3418.0,Hard,,,,,45.63049,-121.95245
Tanner Creek to Eagle Creek Loop Hike,loop,5.0,605.0,835.0,Moderate,Year-round except during winter storms,"Yes, for older kids",No,No,,
Taylor Dunes Trail,out-and-back,0.7,,82.0,Easy,,,,,43.86073,-124.14197
Teacup Lake Lakeside Trail and Nordic Way ,out-and-back,0.8,,52.0,Easy,,,,,45.31706,-121.62519
Teeter Creek Loop Trail,loop,7.1,,1345.0,Moderate,,,,,43.76753,-122.78054
Tenas Lakes Trail,out-and-back,4.9,,656.0,Easy,,,,,44.2136,-121.89299
Tenas Lakes via Benson Lake Trail,out-and-back,6.9,,1535.0,Moderate,,,,,44.22506,-121.96888
Terwilliger (Cougar) Hot Springs,out-and-back,0.8,,91.0,Easy,,,,,44.08211,-122.23204
Terwilliger Trail,out-and-back,6.7,,561.0,Easy,,,,,45.47428,-122.6841
The Bombsite Trail #1118,loop,1.6,,406.0,Moderate,,,,,42.08039,-124.11901
The Chute,out-and-back,0.5,,167.0,Easy,,,,,44.36599,-121.13738
The Dalles Riverfront Hike,out-and-back,6.6,210.0,100.0,Easy,All year,Yes,No,No,,
The Forest Peak Loop,loop,12.3,,2706.0,Hard,,,,,44.64594,-123.30739
The Four Hills of Corvallis,loop,4.3,,390.0,Moderate,,,,,44.57208,-123.29862
The Grotto,loop,0.8,,49.0,Easy,,,,,45.55336,-122.57445
The Old Growth Trail,loop,1.5,,249.0,Moderate,,,,,44.63694,-123.29557
The Stairs,loop,1.1,,331.0,Moderate,,,,,45.4404,-122.54859
The Twins Loop,loop,12.5,,2106.0,Moderate,,,,,43.74632,-121.97847
The Watchman Peak Trail,out-and-back,1.6,,387.0,Moderate,,,,,42.94581,-122.16896
The Wife and LeConte Crater,out-and-back,10.9,,2057.0,Moderate,,,,,44.03413,-121.76522
"Thistle Ridge, Middle Ridge, and North Gate Loop",loop,5.4,,1184.0,Hard,,,,,43.32603,-123.20299
Thomas Creek Whaleshead Beach Trail,loop,2.9,,610.0,Moderate,,,,,42.14692,-124.35519
Three Capes Scenic Loop,loop,40.9,,3428.0,Moderate,,,,,45.45637,-123.84366
Three Creek Butte OHV Route,out-and-back,32.6,,3024.0,Moderate,,,,,44.14163,-121.41888
Three Creek Lake Trail,out-and-back,1.1,,278.0,Moderate,,,,,44.10079,-121.62241
Three Fingered Jack Loop,loop,22.6,,3546.0,Hard,,,,,44.42551,-121.84929
Three Fingered Jack via Pacific Crest Trail,out-and-back,11.3,,2834.0,Hard,,,,,44.42585,-121.84945
Three Fingers Gulch and Wild Horse Trap OHV Loop,loop,62.7,,6453.0,Hard,,,,,43.59625,-117.11239
Three Fingers Rock Trail,out-and-back,2.5,,715.0,Moderate,,,,,43.44366,-117.16498
Three Forks Hot Springs,loop,5.4,,564.0,Hard,,,,,42.54519,-117.16707
Three Sisters Loop ,loop,30.5,,10672.0,Moderate,,,,,44.03524,-121.76583
Three Sisters Loop via Green Lakes Trail #17,loop,47.4,,7001.0,Hard,,,,,44.02967,-121.73633
Three Sisters Wilderness Area Trails,loop,46.6,,7296.0,Moderate,,,,,44.1874,-121.70054
Three Sisters Wilderness Broken Top Extended Loop,loop,29.7,,3448.0,Hard,,,,,44.09548,-121.62243
Threemile Lake Trail,out-and-back,6.1,,997.0,Moderate,,,,,43.79501,-124.14913
Thunder Mountain Trail #543,out-and-back,1.5,,862.0,Moderate,,,,,44.98773,-122.15623
Thurston Hills Hike,out-and-back,2.0,,764.0,Moderate,,,,,44.03773,-122.91223
Thurston Hills Natural Area,out-and-back,4.2,,1020.0,Moderate,,,,,44.04657,-122.89056
Ticket to Ride Full Loop,loop,6.0,,488.0,Moderate,,,,,43.99856,-121.40526
Ticket to Ride and Grand Slam Trails,out-and-back,9.2,,872.0,Moderate,,,,,43.99855,-121.40558
Tidbits Mountain  Southern Approach Trail,out-and-back,2.8,,1158.0,Moderate,,,,,44.25971,-122.29899
Tidbits Mountain Western Approach,out-and-back,2.8,,872.0,Moderate,,,,,44.27408,-122.33741
Tiger Canyon,out-and-back,19.1,,3284.0,Moderate,,,,,45.98902,-118.06432
Tiger Creek,out-and-back,4.4,,1108.0,Moderate,,,,,45.97589,-118.0416
Tiger Ridge,out-and-back,4.3,,1253.0,Moderate,,,,,45.94988,-118.03509
Tillamook Head National Recreation Trail,out-and-back,9.9,,2454.0,Moderate,,,,,45.93092,-123.97829
Tilly Jane Trail,out-and-back,5.3,,1922.0,Hard,,,,,45.41452,-121.60331
Timber Gulch,out-and-back,1.3,,583.0,Hard,,,,,43.3048,-117.29058
